,identifier,response_id,sentence_number,token_number,token,lemma,pos
27,Q17_R_WCgHrYOqu4y0lJD_0_2,R_WCgHrYOqu4y0lJD,0,2,af,af,ADP
28,Q17_R_WCgHrYOqu4y0lJD_0_3,R_WCgHrYOqu4y0lJD,0,3,van,van,ADP
29,Q17_R_WCgHrYOqu4y0lJD_0_4,R_WCgHrYOqu4y0lJD,0,4,wat,wat,PRON
30,Q17_R_WCgHrYOqu4y0lJD_0_5,R_WCgHrYOqu4y0lJD,0,5,je,je,PRON
31,Q17_R_WCgHrYOqu4y0lJD_0_6,R_WCgHrYOqu4y0lJD,0,6,met,met,ADP
32,Q17_R_WCgHrYOqu4y0lJD_0_7,R_WCgHrYOqu4y0lJD,0,7,die,die,DET
33,Q17_R_WCgHrYOqu4y0lJD_0_8,R_WCgHrYOqu4y0lJD,0,8,canon,canon,NOUN
34,Q17_R_WCgHrYOqu4y0lJD_0_9,R_WCgHrYOqu4y0lJD,0,9,wilt,willen,VERB
35,Q17_R_WCgHrYOqu4y0lJD_0_10,R_WCgHrYOqu4y0lJD,0,10,bereiken,bereiken,VERB
36,Q17_R_WCgHrYOqu4y0lJD_0_11,R_WCgHrYOqu4y0lJD,0,11,en,en,CCONJ
37,Q17_R_WCgHrYOqu4y0lJD_0_12,R_WCgHrYOqu4y0lJD,0,12,waar,waar,ADV
38,Q17_R_WCgHrYOqu4y0lJD_0_13,R_WCgHrYOqu4y0lJD,0,13,je,je,PRON
39,Q17_R_WCgHrYOqu4y0lJD_0_14,R_WCgHrYOqu4y0lJD,0,14,hem,hem,PRON
40,Q17_R_WCgHrYOqu4y0lJD_0_15,R_WCgHrYOqu4y0lJD,0,15,voor,voor,ADP
41,Q17_R_WCgHrYOqu4y0lJD_0_16,R_WCgHrYOqu4y0lJD,0,16,inzet,inzet,NOUN
42,Q17_R_SIRLhLtxBWnZIAh_0_0,R_SIRLhLtxBWnZIAh,0,0,Jeugdboeken,Jeugdboeken,NOUN
43,Q17_R_SIRLhLtxBWnZIAh_0_1,R_SIRLhLtxBWnZIAh,0,1,kunnen,kunnen,AUX
44,Q17_R_SIRLhLtxBWnZIAh_0_2,R_SIRLhLtxBWnZIAh,0,2,net,net,ADV
45,Q17_R_SIRLhLtxBWnZIAh_0_3,R_SIRLhLtxBWnZIAh,0,3,zo,zo,ADV
46,Q17_R_SIRLhLtxBWnZIAh_0_4,R_SIRLhLtxBWnZIAh,0,4,goed,goed,ADJ
47,Q17_R_SIRLhLtxBWnZIAh_0_5,R_SIRLhLtxBWnZIAh,0,5,cultuurdragers,cultuurdrager,NOUN
48,Q17_R_SIRLhLtxBWnZIAh_0_6,R_SIRLhLtxBWnZIAh,0,6,zijn,zijn,VERB
49,Q17_R_SIRLhLtxBWnZIAh_0_7,R_SIRLhLtxBWnZIAh,0,7,als,als,SCONJ
50,Q17_R_SIRLhLtxBWnZIAh_0_8,R_SIRLhLtxBWnZIAh,0,8,literatuur,literatuur,NOUN
51,Q17_R_SIRLhLtxBWnZIAh_0_9,R_SIRLhLtxBWnZIAh,0,9,voor,voor,ADP
52,Q17_R_SIRLhLtxBWnZIAh_0_10,R_SIRLhLtxBWnZIAh,0,10,volwassenen,volwassen,ADJ
53,Q17_R_SIRLhLtxBWnZIAh_0_11,R_SIRLhLtxBWnZIAh,0,11,.,.,PUNCT
54,Q17_R_5yU9NUzFdYgqOSR_0_0,R_5yU9NUzFdYgqOSR,0,0,Ik,ik,PRON
55,Q17_R_5yU9NUzFdYgqOSR_0_1,R_5yU9NUzFdYgqOSR,0,1,zou,zullen,AUX
56,Q17_R_5yU9NUzFdYgqOSR_0_2,R_5yU9NUzFdYgqOSR,0,2,dan,dan,ADV
57,Q17_R_5yU9NUzFdYgqOSR_0_3,R_5yU9NUzFdYgqOSR,0,3,liever,liever,ADV
58,Q17_R_5yU9NUzFdYgqOSR_0_4,R_5yU9NUzFdYgqOSR,0,4,een,een,DET
59,Q17_R_5yU9NUzFdYgqOSR_0_5,R_5yU9NUzFdYgqOSR,0,5,losse,losse,ADJ
60,Q17_R_5yU9NUzFdYgqOSR_0_6,R_5yU9NUzFdYgqOSR,0,6,canon,canon,NOUN
61,Q17_R_5yU9NUzFdYgqOSR_0_7,R_5yU9NUzFdYgqOSR,0,7,voor,voor,ADP
62,Q17_R_5yU9NUzFdYgqOSR_0_8,R_5yU9NUzFdYgqOSR,0,8,de,de,DET
63,Q17_R_5yU9NUzFdYgqOSR_0_9,R_5yU9NUzFdYgqOSR,0,9,jeugdliteratuur,jeugdliteratuur,NOUN
64,Q17_R_5yU9NUzFdYgqOSR_0_10,R_5yU9NUzFdYgqOSR,0,10,zien,zien,VERB
65,Q17_R_5yU9NUzFdYgqOSR_0_11,R_5yU9NUzFdYgqOSR,0,11,.,.,PUNCT
66,Q17_R_21mvgA13BcdJZC8_0_0,R_21mvgA13BcdJZC8,0,0,Waarom,waarom,ADV
67,Q17_R_21mvgA13BcdJZC8_0_1,R_21mvgA13BcdJZC8,0,1,geen,geen,DET
68,Q17_R_21mvgA13BcdJZC8_0_2,R_21mvgA13BcdJZC8,0,2,aparte,apart,ADJ
69,Q17_R_21mvgA13BcdJZC8_0_3,R_21mvgA13BcdJZC8,0,3,canon,canon,NOUN
70,Q17_R_21mvgA13BcdJZC8_0_4,R_21mvgA13BcdJZC8,0,4,voor,voor,ADP
71,Q17_R_21mvgA13BcdJZC8_0_5,R_21mvgA13BcdJZC8,0,5,kinder-,kinder-,SYM
72,Q17_R_21mvgA13BcdJZC8_0_6,R_21mvgA13BcdJZC8,0,6,en,en,CCONJ
73,Q17_R_21mvgA13BcdJZC8_0_7,R_21mvgA13BcdJZC8,0,7,jeudliteratuur,jeudliteratuur,NOUN
74,Q17_R_21mvgA13BcdJZC8_0_8,R_21mvgA13BcdJZC8,0,8,?,?,PUNCT
75,Q17_R_2VKm48sb5BeBpGl_0_0,R_2VKm48sb5BeBpGl,0,0,Ligt,Ligt,VERB
76,Q17_R_2VKm48sb5BeBpGl_0_1,R_2VKm48sb5BeBpGl,0,1,er,er,PRON
77,Q17_R_2VKm48sb5BeBpGl_0_2,R_2VKm48sb5BeBpGl,0,2,natuurlijk,natuurlijk,ADJ
78,Q17_R_2VKm48sb5BeBpGl_0_3,R_2VKm48sb5BeBpGl,0,3,aan,aan,ADP
79,Q17_R_2VKm48sb5BeBpGl_0_4,R_2VKm48sb5BeBpGl,0,4,over,over,ADP
80,Q17_R_2VKm48sb5BeBpGl_0_5,R_2VKm48sb5BeBpGl,0,5,welke,welk,DET
81,Q17_R_2VKm48sb5BeBpGl_0_6,R_2VKm48sb5BeBpGl,0,6,canon,canon,NOUN
82,Q17_R_2VKm48sb5BeBpGl_0_7,R_2VKm48sb5BeBpGl,0,7,je,je,PRON
83,Q17_R_2VKm48sb5BeBpGl_0_8,R_2VKm48sb5BeBpGl,0,8,het,het,PRON
84,Q17_R_2VKm48sb5BeBpGl_0_9,R_2VKm48sb5BeBpGl,0,9,hebt,hebben,VERB
85,Q17_R_2VKm48sb5BeBpGl_0_10,R_2VKm48sb5BeBpGl,0,10,.,.,PUNCT
86,Q17_R_2VKm48sb5BeBpGl_1_0,R_2VKm48sb5BeBpGl,1,0,Als,als,SCONJ
87,Q17_R_2VKm48sb5BeBpGl_1_1,R_2VKm48sb5BeBpGl,1,1,je,je,PRON
88,Q17_R_2VKm48sb5BeBpGl_1_2,R_2VKm48sb5BeBpGl,1,2,een,een,DET
89,Q17_R_2VKm48sb5BeBpGl_1_3,R_2VKm48sb5BeBpGl,1,3,canon,canon,NOUN
90,Q17_R_2VKm48sb5BeBpGl_1_4,R_2VKm48sb5BeBpGl,1,4,voor,voor,ADP
91,Q17_R_2VKm48sb5BeBpGl_1_5,R_2VKm48sb5BeBpGl,1,5,12-15-jarigen,12-15-jarig,NOUN
92,Q17_R_2VKm48sb5BeBpGl_1_6,R_2VKm48sb5BeBpGl,1,6,maakt,maken,VERB
93,Q17_R_2VKm48sb5BeBpGl_1_7,R_2VKm48sb5BeBpGl,1,7,",",",",PUNCT
94,Q17_R_2VKm48sb5BeBpGl_1_8,R_2VKm48sb5BeBpGl,1,8,is,zijn,AUX
95,Q17_R_2VKm48sb5BeBpGl_1_9,R_2VKm48sb5BeBpGl,1,9,er,er,ADV
96,Q17_R_2VKm48sb5BeBpGl_1_10,R_2VKm48sb5BeBpGl,1,10,geen,geen,DET
97,Q17_R_2VKm48sb5BeBpGl_1_11,R_2VKm48sb5BeBpGl,1,11,enkel,enkel,DET
98,Q17_R_2VKm48sb5BeBpGl_1_12,R_2VKm48sb5BeBpGl,1,12,probleem,probleem,NOUN
99,Q17_R_2VKm48sb5BeBpGl_1_13,R_2VKm48sb5BeBpGl,1,13,",",",",PUNCT
100,Q17_R_2VKm48sb5BeBpGl_1_14,R_2VKm48sb5BeBpGl,1,14,maar,maar,CCONJ
101,Q17_R_2VKm48sb5BeBpGl_1_15,R_2VKm48sb5BeBpGl,1,15,zestienjarigen,zestienjarig,NOUN
102,Q17_R_2VKm48sb5BeBpGl_1_16,R_2VKm48sb5BeBpGl,1,16,doen,meedoen,VERB
103,Q17_R_2VKm48sb5BeBpGl_1_17,R_2VKm48sb5BeBpGl,1,17,mee,mee,ADP
104,Q17_R_2VKm48sb5BeBpGl_1_18,R_2VKm48sb5BeBpGl,1,18,aan,aan,ADP
105,Q17_R_2VKm48sb5BeBpGl_1_19,R_2VKm48sb5BeBpGl,1,19,de,de,DET
106,Q17_R_2VKm48sb5BeBpGl_1_20,R_2VKm48sb5BeBpGl,1,20,grotemensenwereld,grotemensenwereld,NOUN
107,Q17_R_2VKm48sb5BeBpGl_1_21,R_2VKm48sb5BeBpGl,1,21,.,.,PUNCT
108,Q17_R_wTNuY5LGatHFlVn_0_0,R_wTNuY5LGatHFlVn,0,0,daar,daar,ADV
109,Q17_R_wTNuY5LGatHFlVn_0_1,R_wTNuY5LGatHFlVn,0,1,is,zijn,VERB
110,Q17_R_wTNuY5LGatHFlVn_0_2,R_wTNuY5LGatHFlVn,0,2,een,een,DET
111,Q17_R_wTNuY5LGatHFlVn_0_3,R_wTNuY5LGatHFlVn,0,3,andere,ander,ADJ
112,Q17_R_wTNuY5LGatHFlVn_0_4,R_wTNuY5LGatHFlVn,0,4,canon,canon,NOUN
113,Q17_R_wTNuY5LGatHFlVn_0_5,R_wTNuY5LGatHFlVn,0,5,voor,voor,ADP
114,Q17_R_1OKcP6ZdBt2gs57_0_0,R_1OKcP6ZdBt2gs57,0,0,geef,geven,VERB
115,Q17_R_1OKcP6ZdBt2gs57_0_1,R_1OKcP6ZdBt2gs57,0,1,die,die,PRON
116,Q17_R_1OKcP6ZdBt2gs57_0_2,R_1OKcP6ZdBt2gs57,0,2,een,een,DET
117,Q17_R_1OKcP6ZdBt2gs57_0_3,R_1OKcP6ZdBt2gs57,0,3,eigen,eigen,ADJ
118,Q17_R_1OKcP6ZdBt2gs57_0_4,R_1OKcP6ZdBt2gs57,0,4,canon,canon,NOUN
119,Q17_R_ThXtrT837wX4NZD_0_0,R_ThXtrT837wX4NZD,0,0,Aparte,Aparte,ADJ
120,Q17_R_ThXtrT837wX4NZD_0_1,R_ThXtrT837wX4NZD,0,1,canon,canon,NOUN
121,Q17_R_tPoNywriawI1vAl_0_0,R_tPoNywriawI1vAl,0,0,Mijn,mijn,PRON
122,Q17_R_tPoNywriawI1vAl_0_1,R_tPoNywriawI1vAl,0,1,kennis,kennis,NOUN
123,Q17_R_tPoNywriawI1vAl_0_2,R_tPoNywriawI1vAl,0,2,is,zijn,AUX
124,Q17_R_tPoNywriawI1vAl_0_3,R_tPoNywriawI1vAl,0,3,vooral,vooral,ADV
125,Q17_R_tPoNywriawI1vAl_0_4,R_tPoNywriawI1vAl,0,4,gebaseerd,baseren,VERB
126,Q17_R_tPoNywriawI1vAl_0_5,R_tPoNywriawI1vAl,0,5,op,op,ADP
127,Q17_R_tPoNywriawI1vAl_0_6,R_tPoNywriawI1vAl,0,6,historische,historisch,ADJ
128,Q17_R_tPoNywriawI1vAl_0_7,R_tPoNywriawI1vAl,0,7,jeugdliteratuur,jeugdliteratuur,NOUN
129,Q17_R_tPoNywriawI1vAl_0_8,R_tPoNywriawI1vAl,0,8,",",",",PUNCT
130,Q17_R_tPoNywriawI1vAl_0_9,R_tPoNywriawI1vAl,0,9,maar,maar,CCONJ
131,Q17_R_tPoNywriawI1vAl_0_10,R_tPoNywriawI1vAl,0,10,ik,ik,PRON
132,Q17_R_tPoNywriawI1vAl_0_11,R_tPoNywriawI1vAl,0,11,ben,zijn,AUX
133,Q17_R_tPoNywriawI1vAl_0_12,R_tPoNywriawI1vAl,0,12,er,er,PRON
134,Q17_R_tPoNywriawI1vAl_0_13,R_tPoNywriawI1vAl,0,13,van,van,ADP
135,Q17_R_tPoNywriawI1vAl_0_14,R_tPoNywriawI1vAl,0,14,overtuigd,overtuigen,VERB
136,Q17_R_tPoNywriawI1vAl_0_15,R_tPoNywriawI1vAl,0,15,dat,dat,SCONJ
137,Q17_R_tPoNywriawI1vAl_0_16,R_tPoNywriawI1vAl,0,16,de,de,DET
138,Q17_R_tPoNywriawI1vAl_0_17,R_tPoNywriawI1vAl,0,17,scheiding,scheiding,NOUN
139,Q17_R_tPoNywriawI1vAl_0_18,R_tPoNywriawI1vAl,0,18,tussen,tussen,ADP
140,Q17_R_tPoNywriawI1vAl_0_19,R_tPoNywriawI1vAl,0,19,klassieke,klassiek,ADJ
141,Q17_R_tPoNywriawI1vAl_0_20,R_tPoNywriawI1vAl,0,20,literatuur,literatuur,NOUN
142,Q17_R_tPoNywriawI1vAl_0_21,R_tPoNywriawI1vAl,0,21,en,en,CCONJ
143,Q17_R_tPoNywriawI1vAl_0_22,R_tPoNywriawI1vAl,0,22,kinderliteratuur,kinderliteratuur,NOUN
144,Q17_R_tPoNywriawI1vAl_0_23,R_tPoNywriawI1vAl,0,23,zeer,zeer,ADV
145,Q17_R_tPoNywriawI1vAl_0_24,R_tPoNywriawI1vAl,0,24,achterhaald,achterhalen,VERB
146,Q17_R_tPoNywriawI1vAl_0_25,R_tPoNywriawI1vAl,0,25,is,zijn,AUX
147,Q17_R_tPoNywriawI1vAl_0_26,R_tPoNywriawI1vAl,0,26,.,.,PUNCT
148,Q17_R_tPoNywriawI1vAl_1_0,R_tPoNywriawI1vAl,1,0,Uit,uit,ADP
149,Q17_R_tPoNywriawI1vAl_1_1,R_tPoNywriawI1vAl,1,1,kinderliteratuur,kinderliteratuur,NOUN
150,Q17_R_tPoNywriawI1vAl_1_2,R_tPoNywriawI1vAl,1,2,blijkt,blijken,VERB
151,Q17_R_tPoNywriawI1vAl_1_3,R_tPoNywriawI1vAl,1,3,veel,veel,ADV
152,Q17_R_tPoNywriawI1vAl_1_4,R_tPoNywriawI1vAl,1,4,over,over,ADP
153,Q17_R_tPoNywriawI1vAl_1_5,R_tPoNywriawI1vAl,1,5,een,een,DET
154,Q17_R_tPoNywriawI1vAl_1_6,R_tPoNywriawI1vAl,1,6,maatschappij,maatschappij,NOUN
155,Q17_R_tPoNywriawI1vAl_1_7,R_tPoNywriawI1vAl,1,7,en,en,CCONJ
156,Q17_R_tPoNywriawI1vAl_1_8,R_tPoNywriawI1vAl,1,8,zijn,zijn,PRON
157,Q17_R_tPoNywriawI1vAl_1_9,R_tPoNywriawI1vAl,1,9,cultuur,cultuur,NOUN
158,Q17_R_tPoNywriawI1vAl_1_10,R_tPoNywriawI1vAl,1,10,omdat,omdat,SCONJ
159,Q17_R_tPoNywriawI1vAl_1_11,R_tPoNywriawI1vAl,1,11,deze,deze,DET
160,Q17_R_tPoNywriawI1vAl_1_12,R_tPoNywriawI1vAl,1,12,boeken,boek,NOUN
161,Q17_R_tPoNywriawI1vAl_1_13,R_tPoNywriawI1vAl,1,13,",",",",PUNCT
162,Q17_R_tPoNywriawI1vAl_1_14,R_tPoNywriawI1vAl,1,14,vooral,vooral,ADV
163,Q17_R_tPoNywriawI1vAl_1_15,R_tPoNywriawI1vAl,1,15,op,op,ADP
164,Q17_R_tPoNywriawI1vAl_1_16,R_tPoNywriawI1vAl,1,16,historisch,historisch,ADJ
165,Q17_R_tPoNywriawI1vAl_1_17,R_tPoNywriawI1vAl,1,17,vlak,vlak,NOUN
166,Q17_R_tPoNywriawI1vAl_1_18,R_tPoNywriawI1vAl,1,18,",",",",PUNCT
167,Q17_R_tPoNywriawI1vAl_1_19,R_tPoNywriawI1vAl,1,19,gericht,richten,VERB
168,Q17_R_tPoNywriawI1vAl_1_20,R_tPoNywriawI1vAl,1,20,zijn,zijn,AUX
169,Q17_R_tPoNywriawI1vAl_1_21,R_tPoNywriawI1vAl,1,21,op,op,ADP
170,Q17_R_tPoNywriawI1vAl_1_22,R_tPoNywriawI1vAl,1,22,de,de,DET
171,Q17_R_tPoNywriawI1vAl_1_23,R_tPoNywriawI1vAl,1,23,opvoeding,opvoeding,NOUN
172,Q17_R_tPoNywriawI1vAl_1_24,R_tPoNywriawI1vAl,1,24,van,van,ADP
173,Q17_R_tPoNywriawI1vAl_1_25,R_tPoNywriawI1vAl,1,25,toekomstige,toekomstig,ADJ
174,Q17_R_tPoNywriawI1vAl_1_26,R_tPoNywriawI1vAl,1,26,generaties,generatie,NOUN
175,Q17_R_3NQZF8GsVq0teAr_0_0,R_3NQZF8GsVq0teAr,0,0,Ik,ik,PRON
176,Q17_R_3NQZF8GsVq0teAr_0_1,R_3NQZF8GsVq0teAr,0,1,vind,vinden,VERB
177,Q17_R_3NQZF8GsVq0teAr_0_2,R_3NQZF8GsVq0teAr,0,2,het,het,PRON
178,Q17_R_3NQZF8GsVq0teAr_0_3,R_3NQZF8GsVq0teAr,0,3,moeilijk,moeilijk,ADJ
179,Q17_R_3NQZF8GsVq0teAr_0_4,R_3NQZF8GsVq0teAr,0,4,om,om,ADP
180,Q17_R_3NQZF8GsVq0teAr_0_5,R_3NQZF8GsVq0teAr,0,5,de,de,DET
181,Q17_R_3NQZF8GsVq0teAr_0_6,R_3NQZF8GsVq0teAr,0,6,recente,recent,ADJ
182,Q17_R_3NQZF8GsVq0teAr_0_7,R_3NQZF8GsVq0teAr,0,7,kinder-,kinder-,SYM
183,Q17_R_3NQZF8GsVq0teAr_0_8,R_3NQZF8GsVq0teAr,0,8,en,en,CCONJ
184,Q17_R_3NQZF8GsVq0teAr_0_9,R_3NQZF8GsVq0teAr,0,9,jeugdliteratuur,jeugdliteratuur,NOUN
185,Q17_R_3NQZF8GsVq0teAr_0_10,R_3NQZF8GsVq0teAr,0,10,op,op,ADP
186,Q17_R_3NQZF8GsVq0teAr_0_11,R_3NQZF8GsVq0teAr,0,11,zijn,zijn,PRON
187,Q17_R_3NQZF8GsVq0teAr_0_12,R_3NQZF8GsVq0teAr,0,12,relevantie,relevantie,NOUN
188,Q17_R_3NQZF8GsVq0teAr_0_13,R_3NQZF8GsVq0teAr,0,13,te,te,ADP
189,Q17_R_3NQZF8GsVq0teAr_0_14,R_3NQZF8GsVq0teAr,0,14,beoordelen,beoordelen,VERB
190,Q17_R_3NQZF8GsVq0teAr_0_15,R_3NQZF8GsVq0teAr,0,15,",",",",PUNCT
191,Q17_R_3NQZF8GsVq0teAr_0_16,R_3NQZF8GsVq0teAr,0,16,maar,maar,CCONJ
192,Q17_R_3NQZF8GsVq0teAr_0_17,R_3NQZF8GsVq0teAr,0,17,een,een,DET
193,Q17_R_3NQZF8GsVq0teAr_0_18,R_3NQZF8GsVq0teAr,0,18,illustratrice,illustratrice,NOUN
194,Q17_R_3NQZF8GsVq0teAr_0_19,R_3NQZF8GsVq0teAr,0,19,als,als,SCONJ
195,Q17_R_3NQZF8GsVq0teAr_0_20,R_3NQZF8GsVq0teAr,0,20,Sassafras,Sassafras,PROPN
196,Q17_R_3NQZF8GsVq0teAr_0_21,R_3NQZF8GsVq0teAr,0,21,(,(,PUNCT
197,Q17_R_3NQZF8GsVq0teAr_0_22,R_3NQZF8GsVq0teAr,0,22,die,die,PRON
198,Q17_R_3NQZF8GsVq0teAr_0_23,R_3NQZF8GsVq0teAr,0,23,inspiratie,inspiratie,NOUN
199,Q17_R_3NQZF8GsVq0teAr_0_24,R_3NQZF8GsVq0teAr,0,24,uit,uit,ADP
200,Q17_R_3NQZF8GsVq0teAr_0_25,R_3NQZF8GsVq0teAr,0,25,Bruegel,Bruegel,PROPN
201,Q17_R_3NQZF8GsVq0teAr_0_26,R_3NQZF8GsVq0teAr,0,26,put,putn,VERB
202,Q17_R_3NQZF8GsVq0teAr_0_27,R_3NQZF8GsVq0teAr,0,27,),),PUNCT
203,Q17_R_3NQZF8GsVq0teAr_0_28,R_3NQZF8GsVq0teAr,0,28,lijkt,lijken,VERB
204,Q17_R_3NQZF8GsVq0teAr_0_29,R_3NQZF8GsVq0teAr,0,29,me,me,PRON
205,Q17_R_3NQZF8GsVq0teAr_0_30,R_3NQZF8GsVq0teAr,0,30,absoluut,absoluut,ADJ
206,Q17_R_3NQZF8GsVq0teAr_0_31,R_3NQZF8GsVq0teAr,0,31,geschikt,geschikt,ADJ
207,Q17_R_3NQZF8GsVq0teAr_0_32,R_3NQZF8GsVq0teAr,0,32,.,.,PUNCT
208,Q17_R_3Opq1l22ldMpfLN_0_0,R_3Opq1l22ldMpfLN,0,0,Wellicht,wellicht,ADV
209,Q17_R_3Opq1l22ldMpfLN_0_1,R_3Opq1l22ldMpfLN,0,1,is,zijn,AUX
210,Q17_R_3Opq1l22ldMpfLN_0_2,R_3Opq1l22ldMpfLN,0,2,het,het,PRON
211,Q17_R_3Opq1l22ldMpfLN_0_3,R_3Opq1l22ldMpfLN,0,3,wel,wel,ADV
212,Q17_R_3Opq1l22ldMpfLN_0_4,R_3Opq1l22ldMpfLN,0,4,interessanter,interessant,ADJ
213,Q17_R_3Opq1l22ldMpfLN_0_5,R_3Opq1l22ldMpfLN,0,5,om,om,ADP
214,Q17_R_3Opq1l22ldMpfLN_0_6,R_3Opq1l22ldMpfLN,0,6,een,een,DET
215,Q17_R_3Opq1l22ldMpfLN_0_7,R_3Opq1l22ldMpfLN,0,7,aparte,apart,ADJ
216,Q17_R_3Opq1l22ldMpfLN_0_8,R_3Opq1l22ldMpfLN,0,8,canon,canon,NOUN
217,Q17_R_3Opq1l22ldMpfLN_0_9,R_3Opq1l22ldMpfLN,0,9,op,op,ADP
218,Q17_R_3Opq1l22ldMpfLN_0_10,R_3Opq1l22ldMpfLN,0,10,te,te,ADP
219,Q17_R_3Opq1l22ldMpfLN_0_11,R_3Opq1l22ldMpfLN,0,11,stellen,instellen,VERB
220,Q17_R_3Opq1l22ldMpfLN_0_12,R_3Opq1l22ldMpfLN,0,12,voor,voor,ADP
221,Q17_R_3Opq1l22ldMpfLN_0_13,R_3Opq1l22ldMpfLN,0,13,kinder-,kinder-,SYM
222,Q17_R_3Opq1l22ldMpfLN_0_14,R_3Opq1l22ldMpfLN,0,14,en,en,CCONJ
223,Q17_R_3Opq1l22ldMpfLN_0_15,R_3Opq1l22ldMpfLN,0,15,jeugdliteratuur,jeugdliteratuur,NOUN
224,Q17_R_3dQX2WIQtgFtoG1_0_0,R_3dQX2WIQtgFtoG1,0,0,Dit,dit,PRON
225,Q17_R_3dQX2WIQtgFtoG1_0_1,R_3dQX2WIQtgFtoG1,0,1,kan,kunnen,AUX
226,Q17_R_3dQX2WIQtgFtoG1_0_2,R_3dQX2WIQtgFtoG1,0,2,een,één,NUM
227,Q17_R_3dQX2WIQtgFtoG1_0_3,R_3dQX2WIQtgFtoG1,0,3,van,van,ADP
228,Q17_R_3dQX2WIQtgFtoG1_0_4,R_3dQX2WIQtgFtoG1,0,4,de,de,DET
229,Q17_R_3dQX2WIQtgFtoG1_0_5,R_3dQX2WIQtgFtoG1,0,5,canons,canon,NOUN
230,Q17_R_3dQX2WIQtgFtoG1_0_6,R_3dQX2WIQtgFtoG1,0,6,zijn,zijn,VERB
231,Q17_R_3dQX2WIQtgFtoG1_0_7,R_3dQX2WIQtgFtoG1,0,7,:,:,PUNCT
232,Q17_R_3dQX2WIQtgFtoG1_0_8,R_3dQX2WIQtgFtoG1,0,8,een,een,DET
233,Q17_R_3dQX2WIQtgFtoG1_0_9,R_3dQX2WIQtgFtoG1,0,9,canon,canon,NOUN
234,Q17_R_3dQX2WIQtgFtoG1_0_10,R_3dQX2WIQtgFtoG1,0,10,voor,voor,ADP
235,Q17_R_3dQX2WIQtgFtoG1_0_11,R_3dQX2WIQtgFtoG1,0,11,kinder-,kinder-,SYM
